index,Name,Netflows,First_Protocol,Second_Protocol,Third_Protocol,p1_d,p2_d,p3_d,duration,max_d,min_d,#packets,Avg_bps,Avg_pps,Avg_bpp,#Bytes,#sp,#dp,first_sp,second_sp,third_sp,first_dp,second_dp,third_dp,p1_ip,p2_ip,p3_ip,p1_ib,p2_ib,p3_ib,Type,Cryptocurrency,Id_Cryptocurrency
526,270-csves/1.csv,54,TCP,UDP,,11.25375,13.482000000000001,45.05175,1140.5739999999996,60.004,0.0,173,1294,1,86,14896,32,30,443,80.0,59602.0,443,80.0,1900.0,2.0,3.0,4.0,64.0,96.0,184.0,not_mine,,0
646,78-csves/10.csv,2,TCP,,,438.889,438.889,438.889,877.778,438.889,438.889,539,1313,1,133,72080,2,2,4444,64790.0,,4444,64790.0,,263.25,269.5,275.75,24078.5,36040.0,48001.5,mine,Etherium,4
482,248-csves/0.csv,32,UDP,TCP,,0.0,2.2675,71.81475,1010.514,110.624,0.0,318,3236,2,197,62786,21,19,443,53.0,80.0,443,53.0,1900.0,1.0,4.0,7.5,54.5,167.0,932.5,not_mine,,0
264,42-csves/3.csv,2,TCP,,,563.095,563.095,563.095,1126.19,563.095,563.095,46,283,0,434,19987,2,2,59090,3337.0,,59090,3337.0,,23.0,23.0,23.0,5226.75,9993.5,14760.25,mine,Bitcash,2
434,54-csves/5.csv,30,TCP,,,5.142,18.264,26.853250000000006,526.068,40.008,0.0,344,1298,1,136,46961,2,2,4444,58780.0,,4444,58780.0,,4.5,12.0,16.0,516.0,892.0,2750.25,mine,Etherium,4
40,21-csves/1.csv,128,UDP,TCP,ICMP6,0.0,0.0,2.87625,1402.839,115.579,0.0,577,5746,3,186,107737,66,62,53,443.0,123.0,53,443.0,123.0,1.0,1.0,4.0,45.0,96.0,593.5,not_mine,,0
305,73-csves/4.csv,2,TCP,,,543.91725,543.9185,543.91975,1087.837,543.9209999999999,543.9159999999999,74,388,0,357,26434,2,2,3333,53058.0,,3333,53058.0,,36.0,37.0,38.0,7208.5,13217.0,19225.5,mine,Litecoin,3
99,16-csves/3.csv,2,TCP,,,245.048,245.048,245.048,490.096,245.048,245.048,40,469,0,359,14374,2,2,51626,3332.0,,3332,51626.0,,18.0,20.0,22.0,3831.5,7187.0,10542.5,mine,Bitcoin,1
60,14-csves/5.csv,2,TCP,,,562.869,562.869,562.869,1125.738,562.869,562.869,112,553,0,347,38931,2,2,3333,56490.0,,3333,56490.0,,54.0,56.0,58.0,10756.75,19465.5,28174.25,mine,Litecoin,3
630,324-csves/0.csv,250,TCP,UDP,,0.0,12.73,46.336000000000006,6377.472,120.02799999999999,0.0,5402,127943,18,880,4755844,42,38,443,80.0,123.0,443,80.0,123.0,1.0,2.0,3.0,32.0,64.0,96.0,not_mine,,0
895,102-csves/32.csv,2,TCP,,,263.888,263.888,263.888,527.776,263.888,263.888,339,1381,1,134,45562,2,2,4444,64790.0,,4444,64790.0,,167.75,169.5,171.25,14966.5,22781.0,30595.5,mine,Etherium,4
21,11-csves/1.csv,23,TCP,UDP,,24.115,59.403,96.9805,1660.6940000000004,193.56099999999998,0.0,4722,136770,18,917,4331905,14,12,123,443.0,80.0,123,443.0,80.0,2.0,3.0,5.5,58.0,96.0,280.0,not_mine,,0
36,7-csves/0.csv,19,TCP,,,1.423,11.981,19.997,447.03199999999987,104.803,0.0,265,1180,1,132,35134,2,2,58780,4444.0,,4444,58780.0,,2.0,7.0,12.0,243.5,548.0,1957.5,mine,Etherium,4
729,86-csves/10.csv,17,TCP,,,2.675,20.408,27.432,470.78300000000013,110.04799999999999,0.0,307,1331,1,133,41126,2,2,55582,4444.0,,4444,55582.0,,2.0,14.0,17.0,294.0,667.0,3113.0,mine,Etherium,4
839,98-csves/4.csv,14,TCP,,,13.45625,30.0415,63.46100000000001,1093.205,370.85400000000004,0.109,669,1316,1,136,91054,2,2,4444,58780.0,,4444,58780.0,,7.75,17.5,40.75,621.5,1528.0,5344.0,mine,Etherium,4
918,472-csves/1.csv,34,TCP,UDP,,75.77600000000001,104.1225,135.168,3390.23,180.007,0.21100000000000002,196,877,1,108,21203,21,18,443,80.0,59674.0,443,80.0,1900.0,4.0,5.0,6.0,87.0,192.0,255.75,not_mine,,0
289,34-csves/11.csv,2,TCP,,,364.16375,364.1885,364.21325,728.377,364.23800000000006,364.139,443,1315,1,135,59879,2,2,56731,4444.0,,56731,4444.0,,214.75,221.5,228.25,19833.25,29939.5,40045.75,mine,Etherium,4
15,2-csves/3.csv,2,TCP,,,245.013,245.013,245.013,490.026,245.013,245.013,33,445,0,413,13635,2,2,3332,52454.0,,3332,52454.0,,16.25,16.5,16.75,3647.75,6817.5,9987.25,mine,Bitcoin,1
165,26-csves/40.csv,30,TCP,,,6.4285000000000005,14.213,30.62825,544.996,46.239,0.0,334,1213,1,135,45365,2,2,56731,4444.0,,56731,4444.0,,5.0,10.0,17.5,313.5,947.5,2114.25,mine,Etherium,4
316,162-csves/1.csv,124,TCP,UDP,,0.0,19.965999999999998,45.138999999999996,3104.552000000001,90.13799999999999,0.0,5601,250821,36,848,4750939,46,44,443,80.0,53.0,443,80.0,53.0,1.0,2.0,8.0,47.0,64.0,1078.0,not_mine,,0
611,73-csves/5.csv,10,TCP,,,4.007,4.803,38.8105,537.756,220.80700000000002,0.0,341,1344,1,136,46428,2,2,4444,58780.0,,4444,58780.0,,3.0,5.0,22.25,435.75,861.5,4036.0,mine,Etherium,4
206,48-csves/4.csv,2,TCP,,,572.8735,572.874,572.8745,1145.748,572.875,572.873,84,444,0,378,31832,2,2,3333,56490.0,,3333,56490.0,,40.5,42.0,43.5,8726.0,15916.0,23106.0,mine,Litecoin,3
401,64-csves/7.csv,2,TCP,,,235.984,235.984,235.984,471.968,235.984,235.984,24,353,0,434,10428,2,2,59090,3337.0,,59090,3337.0,,12.0,12.0,12.0,2727.0,5214.0,7701.0,mine,Bitcash,2
220,35-csves/7.csv,2,TCP,,,551.21225,551.2125,551.2127499999998,1102.425,551.2130000000001,551.212,58,366,0,435,25269,2,2,3337,49875.0,,3337,49875.0,,29.0,29.0,29.0,6607.25,12634.5,18661.75,mine,Bitcash,2
48,6-csves/8.csv,2,TCP,,,224.655,224.655,224.655,449.31,224.655,224.655,35,542,0,435,15231,2,2,3337,49875.0,,3337,49875.0,,17.25,17.5,17.75,4040.25,7615.5,11190.75,mine,Bitcash,2
34,18-csves/1.csv,355,UDP,TCP,,0.0,0.0,16.694000000000006,6325.606999999999,194.903,0.0,6935,179547,30,739,5125874,178,177,53,443.0,123.0,53,443.0,123.0,1.0,1.0,11.0,46.0,123.0,1947.5,not_mine,,0
101,23-csves/5.csv,2,TCP,,,281.8425,281.843,281.84349999999995,563.6859999999998,281.844,281.842,53,516,0,343,18189,2,2,3333,53058.0,,3333,53058.0,,25.75,26.5,27.25,4986.25,9094.5,13202.75,mine,Litecoin,3
76,41-csves/0.csv,4,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,4,11082,12,113,453,3,3,53,60470.0,58275.0,53,60470.0,58275.0,1.0,1.0,1.0,49.25,63.0,127.0,not_mine,,0
513,62-csves/1.csv,2,TCP,,,299.14225,299.1425,299.14275,598.285,299.143,299.142,361,1300,1,134,48652,2,2,4444,58780.0,,4444,58780.0,,174.75,180.5,186.25,16306.5,24326.0,32345.5,mine,Etherium,4
820,95-csves/0.csv,2,TCP,,,350.05875,350.0715,350.08425,700.143,350.097,350.046,407,1262,1,135,55262,2,2,4444,58780.0,,4444,58780.0,,197.25,203.5,209.75,18680.0,27631.0,36582.0,mine,Etherium,4
137,31-csves/3.csv,2,TCP,,,288.374,288.374,288.374,576.748,288.374,288.374,30,338,0,407,12212,2,2,3333,56490.0,,3333,56490.0,,14.5,15.0,15.5,3319.0,6106.0,8893.0,mine,Litecoin,3
58,8-csves/5.csv,2,TCP,,,270.4295,270.42999999999995,270.43049999999994,540.8599999999999,270.431,270.42900000000003,26,295,0,384,10005,2,2,3337,49875.0,,3337,49875.0,,13.0,13.0,13.0,2631.25,5002.5,7373.75,mine,Bitcash,2
44,8-csves/4.csv,2,TCP,,,296.38175,296.4015,296.42125,592.803,296.441,296.362,372,1366,1,136,50650,2,2,4444,58780.0,,4444,58780.0,,181.0,186.0,191.0,16846.0,25325.0,33804.0,mine,Etherium,4
771,92-csves/5.csv,2,TCP,,,490.095,490.105,490.115,980.21,490.125,490.085,573,1258,1,134,77081,2,2,4444,58780.0,,4444,58780.0,,278.25,286.5,294.75,25755.25,38540.5,51325.75,mine,Etherium,4
548,281-csves/1.csv,402,TCP,UDP,,0.0,0.0,26.511999999999997,5890.512,165.332,0.0,6699,215068,34,774,5186715,103,100,443,53.0,80.0,443,53.0,80.0,1.0,1.0,3.0,32.0,32.0,126.75,not_mine,,0
204,28-csves/29.csv,8,TCP,,,0.05925,15.1285,34.08225,157.745,49.18,0.0,92,1168,1,132,12206,2,2,4444,55582.0,,55582,4444.0,,1.75,8.5,18.25,230.5,563.5,2018.25,mine,Etherium,4
243,40-csves/2.csv,6,TCP,,,119.22200000000001,240.6955,243.333,1127.249,244.213,78.702,89,482,0,382,34008,4,4,3332,51849.0,51845.0,3332,51849.0,51845.0,12.25,16.0,16.0,478.0,3409.0,11236.75,mine,Bitcoin,1
299,47-csves/7.csv,2,TCP,,,522.3977500000002,522.4165,522.43525,1044.833,522.4540000000001,522.379,52,326,0,409,21319,2,2,3337,54082.0,,3337,54082.0,,26.0,26.0,26.0,5642.25,10659.5,15676.75,mine,Bitcash,2
876,102-csves/10.csv,32,TCP,,,5.17925,12.5905,35.66325,1027.464,244.632,0.0,639,1291,1,135,86293,2,2,4444,64790.0,,4444,64790.0,,5.0,12.0,21.25,382.0,1034.0,3205.75,mine,Etherium,4
12,1-csves/7.csv,2,TCP,,,485.334,485.334,485.334,970.668,485.334,485.334,70,412,0,357,25035,2,2,59090,3337.0,,59090,3337.0,,35.0,35.0,35.0,6608.75,12517.5,18426.25,mine,Bitcash,2
766,394-csves/1.csv,245,TCP,UDP,ICMP6,0.0,4.4830000000000005,45.055,4617.592000000001,135.168,0.0,5526,124435,18,834,4612230,58,59,443,80.0,123.0,443,80.0,123.0,1.0,2.0,3.0,32.0,64.0,127.0,not_mine,,0
368,59-csves/1.csv,2,TCP,,,593.8177499999998,593.8454999999999,593.87325,1187.6909999999998,593.901,593.79,54,287,0,395,21336,2,2,59090,3337.0,,59090,3337.0,,26.5,27.0,27.5,5720.0,10668.0,15616.0,mine,Bitcash,2
208,28-csves/34.csv,18,TCP,,,3.8985,52.43899999999999,62.983000000000004,945.7130000000001,214.301,0.0,563,1243,1,134,75518,2,2,4444,55582.0,,55582,4444.0,,2.25,25.0,37.0,412.25,1515.0,5767.75,mine,Etherium,4
790,407-csves/0.csv,672,TCP,UDP,,0.0,0.0,1.37175,6435.998999999999,76.077,0.0,12497,499948,82,756,9449213,180,179,443,53.0,123.0,443,53.0,123.0,1.0,1.0,10.0,32.0,48.0,1671.25,not_mine,,0
465,239-csves/0.csv,12,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,12,134,0,79,955,7,7,53,39856.0,46496.0,53,39856.0,46496.0,1.0,1.0,1.0,39.0,50.0,81.75,not_mine,,0
662,340-csves/0.csv,63,UDP,TCP,,0.0,0.0,0.0,4.4369999999999985,3.0060000000000002,0.0,70,690,1,69,4838,34,34,53,443.0,123.0,53,443.0,123.0,1.0,1.0,1.0,40.5,51.0,96.0,not_mine,,0
106,30-csves/3.csv,4,TCP,,,559.9830000000001,559.9835,559.984,2239.9339999999997,559.984,559.9830000000001,60,114,0,133,7984,2,2,51085,14444.0,,51085,14444.0,,15.0,15.0,15.0,470.0,1996.0,3522.0,mine,Monero,5
148,77-csves/0.csv,312,TCP,UDP,,0.0,4.9670000000000005,46.858999999999995,8253.153,124.184,0.0,7005,139479,23,736,5156420,68,66,443,80.0,59684.0,443,80.0,1900.0,1.0,3.0,13.0,32.0,84.0,1852.75,not_mine,,0
247,59-csves/3.csv,2,TCP,,,539.60225,539.6025,539.6027499999999,1079.205,539.6030000000001,539.602,79,491,0,419,33142,2,2,3333,56490.0,,3333,56490.0,,38.25,39.5,40.75,8970.5,16571.0,24171.5,mine,Litecoin,3
171,26-csves/47.csv,22,TCP,,,2.39475,7.9945,22.205,324.741,49.923,0.0,207,1247,1,134,27796,2,2,56731,4444.0,,56731,4444.0,,3.0,6.0,17.0,201.75,684.5,1507.0,mine,Etherium,4
25,13-csves/1.csv,49,TCP,UDP,,193.15900000000002,194.753,240.02599999999998,9676.992,248.146,3.003,6235,130611,20,783,4882999,28,26,443,80.0,57460.0,443,80.0,1900.0,8.0,10.0,34.0,312.0,413.0,6399.0,not_mine,,0
792,93-csves/20.csv,24,TCP,,,8.8695,20.976999999999997,36.0075,551.491,60.688,0.0,350,1291,1,136,47918,2,2,56731,4444.0,,56731,4444.0,,5.25,13.5,21.25,433.5,1094.0,3347.0,mine,Etherium,4
123,64-csves/1.csv,23,UDP,TCP,,0.0,0.0,0.7849999999999999,155.947,51.286,0.0,52,118,0,59,3089,11,11,123,53.0,5353.0,123,53.0,5353.0,1.0,1.0,2.5,48.0,48.0,88.0,not_mine,,0
221,29-csves/1.csv,8,TCP,,,10.7545,120.65,250.3155,1121.989,311.803,7.854,650,1261,1,136,88596,2,2,4444,58780.0,,4444,58780.0,,7.0,65.5,145.5,708.0,3841.5,13491.75,mine,Etherium,4
372,60-csves/0.csv,2,TCP,,,544.3212500000002,544.3215,544.32175,1088.643,544.322,544.321,60,405,0,460,27613,2,2,3337,49875.0,,3337,49875.0,,29.5,30.0,30.5,7318.25,13806.5,20294.75,mine,Bitcash,2
205,28-csves/30.csv,2,TCP,,,596.2044999999998,596.2149999999998,596.2255,1192.4299999999996,596.236,596.194,688,1248,1,135,93080,2,2,4444,55582.0,,55582,4444.0,,334.0,344.0,354.0,31578.0,46540.0,61502.0,mine,Etherium,4
615,316-csves/1.csv,137,TCP,UDP,,58.266000000000005,59.746,90.116,9270.451,150.065,0.0,656,2719,4,79,52236,64,61,443,123.0,80.0,443,123.0,80.0,3.0,4.0,5.0,96.0,128.0,216.0,not_mine,,0
391,47-csves/5.csv,14,TCP,,,1.31075,4.007,16.85425,422.795,178.75099999999998,0.0,241,1172,1,135,32636,2,2,4444,58780.0,,4444,58780.0,,2.0,3.5,10.75,176.75,548.0,773.25,mine,Etherium,4
896,461-csves/0.csv,326,TCP,UDP,ICMP,0.0,0.0,12.86,3870.207,92.34100000000001,0.0,7269,254253,40,782,5686818,101,98,443,53.0,123.0,443,53.0,123.0,1.0,1.0,9.0,32.0,62.5,1035.0,not_mine,,0
577,71-csves/10.csv,48,TCP,,,2.76625,8.026,15.638,536.315,57.923,0.0,350,1205,1,134,47202,2,2,56731,4444.0,,56731,4444.0,,3.0,5.5,9.0,255.25,527.5,1231.5,mine,Etherium,4
408,209-csves/1.csv,79,TCP,UDP,,174.07600000000005,180.22400000000002,193.5235,13574.259000000002,240.00900000000001,3.002,17178,491575,58,1041,17899248,43,41,443,80.0,60422.0,443,80.0,1900.0,5.0,5.0,7.0,160.0,192.0,268.0,not_mine,,0
796,93-csves/26.csv,46,TCP,,,3.9539999999999997,11.1195,19.242,1036.076,259.626,0.0,653,1289,1,135,88636,2,2,56731,4444.0,,56731,4444.0,,3.0,7.5,11.0,268.75,721.0,1718.0,mine,Etherium,4
633,325-csves/1.csv,61,TCP,UDP,,0.0,47.035,194.80599999999998,5695.105,271.166,0.0,5136,131092,18,893,4586804,27,23,443,123.0,80.0,123,443.0,80.0,1.0,4.0,8.0,64.0,192.0,696.0,not_mine,,0
238,38-csves/3.csv,2,TCP,,,531.569,531.569,531.569,1063.138,531.569,531.569,50,352,0,468,23423,2,2,3337,49875.0,,3337,49875.0,,25.0,25.0,25.0,6105.75,11711.5,17317.25,mine,Bitcash,2
534,65-csves/7.csv,2,TCP,,,62.06525,62.0655,62.06575,124.131,62.066,62.065,91,1562,1,133,12128,2,2,4444,49956.0,,4444,49956.0,,44.75,45.5,46.25,4006.0,6064.0,8122.0,mine,Etherium,4
900,463-csves/0.csv,203,TCP,UDP,,0.0195,12.648,39.6585,4668.259999999998,92.12,0.0,12533,375794,64,724,9076332,89,86,443,53.0,80.0,443,53.0,80.0,2.0,7.0,20.0,93.5,415.0,4982.5,not_mine,,0
873,102-csves/7.csv,8,TCP,,,4.039,7.227499999999999,35.633,239.011,101.414,0.0,153,1306,1,136,20958,2,2,4444,64790.0,,4444,64790.0,,3.5,7.0,22.25,300.25,714.5,2523.25,mine,Etherium,4
212,35-csves/1.csv,2,TCP,,,242.488,242.488,242.488,484.976,242.488,242.488,37,465,0,381,14117,2,2,3332,52188.0,,3332,52188.0,,17.25,18.5,19.75,3768.25,7058.5,10348.75,mine,Bitcoin,1
606,73-csves/0.csv,10,TCP,,,19.97475,29.015500000000007,31.6765,623.7450000000001,230.982,0.03,403,1375,1,136,55082,2,2,4444,58780.0,,4444,58780.0,,18.0,19.5,23.5,667.0,2799.0,4865.5,mine,Etherium,4
109,17-csves/3.csv,2,TCP,,,281.68925,281.6895,281.68975,563.379,281.69,281.689,38,466,0,432,16442,2,2,59090,3337.0,,59090,3337.0,,19.0,19.0,19.0,4300.5,8221.0,12141.5,mine,Bitcash,2
37,10-csves/4.csv,4,TCP,,,482.91,482.911,482.912,1931.644,482.912,482.91,68,142,0,126,8610,2,2,51085,14444.0,,51085,14444.0,,17.0,17.0,17.0,680.0,2152.5,3625.0,mine,Monero,5
107,20-csves/5.csv,20,TCP,,,0.068,2.759,13.79525,572.4549999999998,172.76,0.0,369,1298,1,136,50402,2,2,4444,58780.0,,4444,58780.0,,2.0,2.0,9.25,100.0,284.0,973.75,mine,Etherium,4
651,78-csves/16.csv,17,TCP,,,10.001,35.961999999999996,48.268,1079.142,326.92400000000004,0.0,701,1348,1,132,92976,2,2,4444,64790.0,,64790,4444.0,,13.0,28.0,33.0,607.0,1922.0,7146.0,mine,Etherium,4
370,59-csves/5.csv,2,TCP,,,272.89799999999997,272.89799999999997,272.89799999999997,545.7959999999999,272.89799999999997,272.89799999999997,37,465,0,429,15898,2,2,59090,3337.0,,59090,3337.0,,18.25,18.5,18.75,4217.5,7949.0,11680.5,mine,Bitcash,2
196,46-csves/2.csv,2,TCP,,,275.2325,275.233,275.2335,550.466,275.23400000000004,275.232,41,587,0,493,20218,2,2,3333,56490.0,,3333,56490.0,,20.25,20.5,20.75,5317.0,10109.0,14901.0,mine,Litecoin,3
46,11-csves/5.csv,2,TCP,,,439.78325,440.4135,441.04375,880.827,441.67400000000004,439.153,84,511,0,336,28263,2,2,3333,56490.0,,3333,56490.0,,41.0,42.0,43.0,7664.75,14131.5,20598.25,mine,Litecoin,3
667,78-csves/33.csv,16,TCP,,,20.02225,29.1515,49.743,594.581,87.546,3.637,380,1319,1,134,51130,2,2,4444,64790.0,,4444,64790.0,,15.25,17.0,29.25,792.25,2065.5,4047.0,mine,Etherium,4
74,40-csves/0.csv,50,TCP,UDP,,33.50125,74.029,104.21975,3516.0070000000005,139.17600000000002,0.0,236,686,1,66,15684,27,28,443,80.0,123.0,443,80.0,1900.0,4.0,4.5,5.0,102.75,131.0,191.75,not_mine,,0
572,293-csves/1.csv,263,TCP,UDP,,0.0,78.88600000000001,165.892,21253.476,194.97799999999998,0.0,5271,78698,23,415,2192168,137,133,443,53.0,80.0,443,53.0,80.0,1.0,6.0,15.0,100.0,280.0,2537.5,not_mine,,0
94,14-csves/4.csv,2,TCP,,,533.5930000000001,533.5930000000001,533.5930000000001,1067.1860000000001,533.5930000000001,533.5930000000001,57,393,0,459,26219,2,2,59090,3337.0,,59090,3337.0,,28.25,28.5,28.75,6897.25,13109.5,19321.75,mine,Bitcash,2
251,30-csves/28.csv,4,TCP,,,26.6595,195.014,364.1865,783.3280000000002,367.05,26.25,497,1367,1,135,67332,2,2,4444,55582.0,,55582,4444.0,,15.0,117.0,226.25,2901.75,7268.5,21199.75,mine,Etherium,4
493,59-csves/40.csv,6,TCP,,,17.70825,29.883000000000006,105.65325,351.70900000000006,133.711,13.672,209,1222,1,132,27754,2,2,56731,4444.0,,56731,4444.0,,13.0,19.5,57.5,1154.75,2733.0,4068.25,mine,Etherium,4
128,37-csves/1.csv,4,TCP,,,536.868,536.868,536.868,2147.472,536.868,536.868,80,162,0,136,10886,2,2,51085,14444.0,,51085,14444.0,,20.0,20.0,20.0,606.0,2721.5,4837.0,mine,Monero,5
917,104-csves/17.csv,2,TCP,,,593.4082500000002,593.4085,593.4087499999998,1186.817,593.409,593.408,677,1227,1,134,91064,2,2,56731,4444.0,,56731,4444.0,,326.75,338.5,350.25,30722.5,45532.0,60341.5,mine,Etherium,4
686,352-csves/0.csv,89,TCP,UDP,,3.0,45.055,46.303999999999995,3049.1259999999997,104.70100000000001,0.0,894,19264,4,557,498814,36,32,443,80.0,123.0,443,80.0,1900.0,2.0,2.0,4.0,64.0,64.0,184.0,not_mine,,0
875,450-csves/1.csv,409,UDP,TCP,,0.0,0.0,0.0,3.848,2.001,0.0,486,7191,7,114,55888,202,202,53,443.0,53078.0,53,443.0,53078.0,1.0,1.0,1.0,47.0,60.0,111.0,not_mine,,0
156,25-csves/3.csv,2,TCP,,,261.99625,261.9965,261.99675,523.9929999999998,261.997,261.996,36,552,0,502,18090,2,2,3337,54082.0,,3337,54082.0,,18.0,18.0,18.0,4702.5,9045.0,13387.5,mine,Bitcash,2
415,213-csves/0.csv,82,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,82,897,1,76,6251,42,42,53,47619.0,58139.0,53,47619.0,58139.0,1.0,1.0,1.0,37.0,49.5,100.0,not_mine,,0
275,65-csves/5.csv,2,TCP,,,271.2355,271.236,271.2365,542.472,271.237,271.235,43,476,0,375,16154,2,2,3333,56490.0,,3333,56490.0,,20.75,21.5,22.25,4427.5,8077.0,11726.5,mine,Litecoin,3
298,153-csves/0.csv,33,TCP,UDP,,120.005,194.87099999999998,248.795,6029.676,271.895,3.003,2356,63954,7,1014,2388995,20,18,443,80.0,51732.0,443,1900.0,80.0,6.0,14.0,27.0,248.0,1177.0,9086.0,not_mine,,0
315,50-csves/0.csv,2,TCP,,,543.828,543.828,543.828,1087.656,543.828,543.828,64,403,0,428,27398,2,2,59090,3337.0,,59090,3337.0,,32.0,32.0,32.0,7169.5,13699.0,20228.5,mine,Bitcash,2
854,440-csves/0.csv,436,TCP,UDP,,0.0,0.114,45.364,12361.715,217.481,0.0,9013,178916,30,741,6680847,100,91,443,123.0,80.0,443,123.0,80.0,1.0,2.0,5.0,32.0,64.0,255.0,not_mine,,0
1,0-csves/1.csv,4,TCP,,,485.351,485.351,485.351,1941.404,485.351,485.351,56,131,0,142,7972,2,2,51085,14444.0,,51085,14444.0,,14.0,14.0,14.0,304.0,1993.0,3682.0,mine,Monero,5
942,104-csves/46.csv,34,TCP,,,3.94775,9.078,21.70875,636.7769999999998,79.926,0.0,404,1238,1,134,54153,2,2,56731,4444.0,,56731,4444.0,,3.0,7.0,11.75,328.5,694.5,1948.0,mine,Etherium,4
23,3-csves/1.csv,2,TCP,,,210.97825,210.9785,210.97875,421.957,210.979,210.97799999999998,22,344,0,412,9082,2,2,59090,3337.0,,59090,3337.0,,11.0,11.0,11.0,2380.5,4541.0,6701.5,mine,Bitcash,2
448,230-csves/0.csv,254,TCP,UDP,,0.0,0.0,0.0965,868.7059999999999,60.206,0.0,8019,304859,46,827,6632264,58,57,443,80.0,53.0,443,80.0,53.0,1.0,1.0,4.75,32.0,32.0,507.0,not_mine,,0
359,57-csves/5.csv,2,TCP,,,281.93725,281.9375,281.93775,563.875,281.938,281.937,28,399,0,502,14070,2,2,3337,54082.0,,3337,54082.0,,14.0,14.0,14.0,3657.5,7035.0,10412.5,mine,Bitcash,2
69,17-csves/0.csv,2,TCP,,,279.68,279.68,279.68,559.36,279.68,279.68,47,438,0,326,15344,2,2,3333,56490.0,,3333,56490.0,,23.25,23.5,23.75,4129.0,7672.0,11215.0,mine,Litecoin,3
49,9-csves/3.csv,2,TCP,,,296.68,296.70099999999996,296.722,593.4019999999999,296.743,296.659,352,1299,1,136,48191,2,2,4444,58780.0,,4444,58780.0,,171.5,176.0,180.5,15892.75,24095.5,32298.25,mine,Etherium,4
1,0-csves/1.csv,2,TCP,,,196.18225,196.1895,196.19675,392.379,196.204,196.175,22,420,0,469,10318,2,2,3332,51905.0,,3332,51905.0,,10.5,11.0,11.5,2679.5,5159.0,7638.5,mine,Bitcoin,1
77,11-csves/7.csv,2,TCP,,,555.393,555.393,555.393,1110.786,555.393,555.393,53,323,0,423,22439,2,2,59090,3337.0,,59090,3337.0,,26.25,26.5,26.75,5932.25,11219.5,16506.75,mine,Bitcash,2
552,68-csves/2.csv,15,TCP,,,0.047,11.392000000000001,78.6775,722.0230000000001,193.217,0.0,465,1347,1,135,62884,2,2,58780,4444.0,,4444,58780.0,,2.0,9.0,46.5,263.5,548.0,4147.0,mine,Etherium,4
143,23-csves/5.csv,2,TCP,,,243.96625,243.9665,243.96675,487.93300000000005,243.967,243.96599999999998,32,426,0,406,13012,2,2,52425,3332.0,,3332,52425.0,,16.0,16.0,16.0,3492.0,6506.0,9520.0,mine,Bitcoin,1
79,23-csves/0.csv,4,TCP,,,550.284,550.3205,550.357,2201.282,550.357,550.284,72,126,0,120,8670,2,2,51085,14444.0,,51085,14444.0,,18.0,18.0,18.0,870.0,2167.5,3465.0,mine,Monero,5
62,11-csves/5.csv,12,TCP,,,20.02275,39.9185,70.01249999999999,644.2080000000001,138.929,16.118,366,1200,1,134,49350,2,2,4444,58780.0,,4444,58780.0,,13.0,21.5,39.25,1087.0,2418.0,4225.25,mine,Etherium,4
152,43-csves/1.csv,4,TCP,,,555.005,555.0055,555.006,2220.022,555.006,555.005,88,157,0,124,10934,2,2,51085,14444.0,,51085,14444.0,,22.0,22.0,22.0,950.0,2733.5,4517.0,mine,Monero,5
22,3-csves/4.csv,2,TCP,,,244.24025,244.2405,244.24075,488.481,244.24099999999999,244.24,40,470,0,359,14378,2,2,52345,3332.0,,52345,3332.0,,18.0,20.0,22.0,3833.5,7189.0,10544.5,mine,Bitcoin,1
323,35-csves/2.csv,2,TCP,,,331.07199999999995,331.07199999999995,331.07199999999995,662.1439999999999,331.07199999999995,331.07199999999995,377,1234,1,135,51110,2,2,4444,58780.0,,4444,58780.0,,183.25,188.5,193.75,17044.0,25555.0,34066.0,mine,Etherium,4
377,193-csves/1.csv,1201,UDP,TCP,,0.0,0.0,0.0,1.493,1.492,0.0,1823,80075,18,527,961462,27,28,53,34699.0,39978.0,53,34699.0,39978.0,1.0,1.0,1.0,37.0,39.0,39.0,not_mine,,0
425,69-csves/3.csv,2,TCP,,,548.73775,548.7384999999998,548.73925,1097.477,548.74,548.737,66,516,0,536,35409,2,2,59090,3337.0,,59090,3337.0,,33.0,33.0,33.0,9182.25,17704.5,26226.75,mine,Bitcash,2
164,26-csves/39.csv,2,TCP,,,596.2557499999998,596.2784999999999,596.30125,1192.5569999999998,596.3240000000001,596.2330000000001,723,1308,1,134,97560,2,2,56731,4444.0,,56731,4444.0,,352.75,361.5,370.25,32295.5,48780.0,65264.5,mine,Etherium,4
704,361-csves/0.csv,155,TCP,UDP,,0.0,0.6,46.84,4207.085999999999,149.5,0.0,4966,128056,17,923,4588011,54,31,443,80.0,34266.0,443,1900.0,80.0,1.0,3.0,3.5,44.0,84.0,341.5,not_mine,,0
105,30-csves/2.csv,4,TCP,,,548.5369999999999,548.5369999999999,548.5369999999999,2194.1479999999997,548.5369999999999,548.5369999999999,76,143,0,129,9814,2,2,51085,14444.0,,51085,14444.0,,19.0,19.0,19.0,756.0,2453.5,4151.0,mine,Monero,5
